no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
-1.0,0.0,-0.5,0.5,1,0.0,1,1.2293577981651376,0.0,-0.4,0.4666666666666667,1,0.0,0.0,0.0,-0.11410256410256417,0.0,1
-1.0,0.0,0.0,-1.0,1,1.0,1,-0.4954128440366973,0.0,0.6,0.8,3,1.0,0.0,1.0,-0.29358974358974366,0.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,-0.5229357798165137,0.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,1.014102564102564,0.0,1
1.0,0.0,0.5,0.5,2,0.0,1,-0.26605504587155965,0.0,0.0,-0.2,1,0.0,0.0,0.0,2.444871794871795,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,-0.07339449541284404,0.0,-1.0,-0.6,2,0.0,0.0,0.0,-0.5423076923076925,0.0,0
0.0,0.0,-0.5,0.0,1,1.0,1,-0.4036697247706422,-1.0,0.4,0.8,2,0.0,0.0,0.0,0.9115384615384615,1.0,1
0.0,0.0,0.0,0.5,2,0.0,1,-0.10091743119266056,0.0,0.8,-0.7333333333333333,1,0.0,0.0,0.0,-0.037179487179487256,0.0,1
0.0,0.0,0.0,0.5,1,0.0,4,-0.28440366972477066,-1.0,0.4,0.2,1,0.0,0.0,0.0,-0.626923076923077,1.0,1
-1.0,0.0,-0.5,-0.5,0,0.0,1,0.045871559633027525,0.0,-0.6,0.2,2,0.0,0.0,0.0,0.4269230769230767,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.03669724770642202,0.0,0.4,-0.13333333333333333,1,0.0,0.0,0.0,0.5269230769230768,0.0,1
1.0,0.0,0.0,0.5,1,0.0,4,0.5504587155963303,0.0,-0.4,0.0,2,0.0,0.0,0.0,1.3076923076923073,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,0.06422018348623854,-1.0,0.6,0.26666666666666666,2,0.0,0.0,0.0,-0.5192307692307693,2.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.3119266055045872,0.0,0.2,-0.26666666666666666,2,0.0,0.0,0.0,-0.7928205128205129,1.0,1
0.0,0.0,0.0,0.0,2,0.0,1,0.9541284403669725,0.0,-1.0,0.6,2,0.0,0.0,0.0,0.7833333333333332,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,4,-0.5045871559633027,0.0,0.2,0.9333333333333333,2,0.0,0.0,0.0,2.706410256410256,2.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.5229357798165137,0.0,0.8,-0.7333333333333333,2,0.0,0.0,0.0,-0.29358974358974366,0.0,1
1.0,0.0,0.5,-0.5,1,0.0,4,0.26605504587155965,0.0,0.4,-0.9333333333333333,2,0.0,0.0,0.0,1.3269230769230766,2.0,1
-1.0,0.0,0.0,-1.0,1,0.0,4,-0.42201834862385323,0.0,-0.8,-0.4,3,0.0,0.0,0.0,-0.2423076923076924,1.0,1
0.0,0.0,-0.5,1.0,1,0.0,4,0.09174311926605505,0.0,0.4,0.2,2,0.0,0.0,0.0,0.4653846153846152,0.0,0
0.0,0.0,-0.5,-0.5,1,0.0,1,-0.44954128440366975,0.0,0.6,-0.7333333333333333,1,0.0,0.0,0.0,0.7833333333333332,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,0.1651376146788991,0.0,-0.8,0.6,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,2.4128440366972477,0.0,0.0,0.13333333333333333,2,0.0,0.0,0.0,0.39871794871794863,1.0,0
0.0,0.0,-0.5,-0.5,1,0.0,1,0.44036697247706424,0.0,-0.8,-0.6666666666666666,2,0.0,0.0,0.0,-0.626923076923077,0.0,0
0.0,0.0,0.5,-1.0,1,0.0,1,-0.5137614678899083,-1.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,0.0,2.0,1
1.0,0.0,0.5,-0.5,1,0.0,4,0.2018348623853211,0.0,-0.6,-0.13333333333333333,2,0.0,0.0,0.0,1.534615384615385,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,1.981651376146789,0.0,-0.4,0.5333333333333333,2,0.0,0.0,0.0,-0.126923076923077,0.0,0
1.0,0.0,0.5,0.0,1,0.0,1,-0.23853211009174313,-1.0,0.4,0.5333333333333333,2,0.0,0.0,0.0,0.5376923076923077,1.0,1
0.0,0.0,0.5,-1.0,1,0.0,1,-0.5137614678899083,0.0,0.2,-0.3333333333333333,1,1.0,1.0,0.0,0.14230769230769225,1.0,1
0.0,0.0,0.5,-0.5,1,0.0,1,2.0091743119266057,0.0,0.6,-0.2,2,0.0,0.0,0.0,-1.0041025641025643,3.0,1
1.0,0.0,-0.5,1.0,1,0.0,4,-0.10091743119266056,0.0,0.6,-0.9333333333333333,2,0.0,0.0,0.0,0.5884615384615385,2.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,1.834862385321101,-1.0,-0.2,-1.0,2,0.0,0.0,0.0,0.05256410256410249,0.0,0
0.0,0.0,-0.5,1.5,1,0.0,1,1.5871559633027523,0.0,0.2,-0.6666666666666666,2,0.0,0.0,0.0,0.9628205128205127,1.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,0.6788990825688074,0.0,0.0,-0.8666666666666667,1,0.0,0.0,0.0,-0.3184615384615385,3.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,0.045871559633027525,0.0,0.6,-0.8,2,0.0,0.0,0.0,-0.057692307692307696,1.0,1
0.0,2.0,-0.5,0.0,1,0.0,6,0.29357798165137616,0.0,-0.2,0.3333333333333333,2,0.0,0.0,0.0,2.226923076923077,0.0,0
0.0,0.0,0.0,-0.5,1,0.0,1,1.073394495412844,-1.0,0.4,-0.4,2,0.0,0.0,0.0,-0.7551282051282052,0.0,0
0.0,0.0,-0.5,0.5,0,0.0,1,-0.06422018348623854,0.0,-0.4,0.8666666666666667,2,0.0,0.0,0.0,0.19615384615384593,0.0,0
0.0,0.0,0.5,0.5,1,0.0,1,-0.3211009174311927,-1.0,0.2,-0.8,2,0.0,0.0,0.0,-0.6115384615384618,0.0,1
1.0,0.0,0.5,0.0,1,0.0,5,-0.5045871559633027,0.0,0.8,0.5333333333333333,2,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.5,0.5,0,0.0,1,-0.3853211009174312,0.0,-1.0,-0.2,2,0.0,0.0,0.0,-0.9192307692307693,0.0,0
0.0,0.0,0.0,1.0,0,0.0,1,1.073394495412844,0.0,-0.2,-0.2,2,0.0,0.0,0.0,-0.47948717948717956,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,0.7247706422018348,0.0,-0.4,0.8,2,0.0,0.0,0.0,-0.08076923076923091,0.0,0
0.0,2.0,-0.5,-0.5,1,1.0,6,1.6605504587155964,0.0,-0.4,0.13333333333333333,2,0.0,0.0,0.0,2.0192307692307687,1.0,0
0.0,0.0,0.5,-0.5,2,0.0,1,-0.45871559633027525,-1.0,0.8,0.6666666666666666,1,0.0,0.0,0.0,-0.021794871794872012,2.0,1
0.0,0.0,-0.5,0.5,0,0.0,1,0.4036697247706422,0.0,-1.2,0.13333333333333333,2,0.0,0.0,0.0,-0.767948717948718,1.0,1
-1.0,2.0,0.0,0.0,1,0.0,6,-0.26605504587155965,0.0,-0.6,0.26666666666666666,2,0.0,0.0,0.0,2.773846153846154,2.0,1
-1.0,0.0,0.0,-1.0,1,0.0,1,-0.11009174311926606,0.0,-0.8,-0.4,3,1.0,1.0,6.0,-0.8833333333333334,0.0,0
-1.0,0.0,-0.5,0.5,1,0.0,4,-0.1559633027522936,0.0,-1.0,-1.0,2,0.0,0.0,0.0,-0.2807692307692308,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,1.348623853211009,0.0,-0.6,-0.7333333333333333,2,0.0,0.0,0.0,0.01410256410256403,0.0,0
0.0,0.0,0.5,0.0,1,0.0,1,0.7706422018348624,0.0,-0.6,-0.06666666666666667,2,0.0,0.0,0.0,0.1307692307692306,2.0,1
0.0,0.0,-0.5,0.0,0,0.0,1,0.05504587155963303,0.0,-0.4,0.06666666666666667,2,0.0,0.0,0.0,0.4269230769230767,0.0,0
-1.0,0.0,0.0,0.0,1,0.0,1,0.5596330275229358,0.0,-0.4,-0.6666666666666666,1,0.0,0.0,0.0,0.27051282051282044,0.0,1
0.0,0.0,0.0,0.0,2,0.0,1,2.36697247706422,0.0,0.2,0.9333333333333333,2,0.0,0.0,0.0,1.5525641025641026,0.0,0
0.0,0.0,0.5,2.0,0,0.0,1,1.091743119266055,0.0,-0.2,-0.7333333333333333,2,0.0,0.0,0.0,-0.47948717948717956,1.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,-0.2018348623853211,0.0,-0.4,0.3333333333333333,2,0.0,0.0,0.0,-0.2653846153846156,1.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,2.302752293577982,0.0,0.6,0.6,2,0.0,0.0,0.0,-1.2166666666666668,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,1.4495412844036697,0.0,0.0,-0.5333333333333333,2,0.0,0.0,0.0,-0.08076923076923091,1.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,2.4862385321100917,0.0,0.2,0.8666666666666667,2,0.0,0.0,0.0,-0.10384615384615377,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,-0.3853211009174312,0.0,0.0,0.9333333333333333,2,0.0,0.0,0.0,0.4499999999999999,2.0,1
0.0,0.0,0.5,-1.0,1,0.0,1,-0.5229357798165137,-1.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,-0.037179487179487256,0.0,1
0.0,0.0,-0.5,0.5,0,0.0,1,1.1192660550458715,0.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,-0.20384615384615393,0.0,0
0.0,0.0,0.5,1.5,1,0.0,1,-0.3761467889908257,0.0,-0.4,0.9333333333333333,2,0.0,0.0,0.0,1.3217948717948718,1.0,1
0.0,0.0,0.5,0.0,1,0.0,4,0.14678899082568808,0.0,0.8,0.6,2,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,-0.5,0.5,0,0.0,1,-0.11926605504587157,0.0,-1.2,0.06666666666666667,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
0.0,0.0,-0.5,0.5,0,0.0,4,0.25688073394495414,0.0,0.2,-0.5333333333333333,2,0.0,0.0,0.0,1.2807692307692309,3.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,-0.1926605504587156,0.0,-1.0,0.8666666666666667,1,0.0,0.0,0.0,-0.8238461538461541,1.0,1
0.0,0.0,0.0,-0.5,1,0.0,1,-0.1743119266055046,0.0,0.8,-0.7333333333333333,5,0.0,0.0,0.0,-2.5500000000000003,1.0,1
0.0,0.0,-0.5,1.0,1,0.0,4,-0.09174311926605505,0.0,0.2,-0.6,2,0.0,0.0,0.0,1.038461538461538,0.0,1
0.0,1.0,0.0,-0.5,1,0.0,1,-0.44954128440366975,0.0,0.0,-0.2,2,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,0.0,-1.0,0,0.0,6,-0.2018348623853211,-1.0,0.8,0.8,2,0.0,0.0,0.0,1.303846153846154,1.0,1
0.0,0.0,0.0,-1.0,1,0.0,1,0.5963302752293578,-1.0,-0.2,-0.2,2,0.0,0.0,0.0,-0.5884615384615385,2.0,0
1.0,0.0,0.5,0.0,1,0.0,4,0.24770642201834864,0.0,0.0,-0.7333333333333333,2,0.0,0.0,0.0,1.303846153846154,1.0,1
0.0,0.0,-0.5,0.0,1,0.0,4,0.027522935779816515,0.0,0.2,-0.9333333333333333,2,0.0,0.0,0.0,0.6115384615384614,0.0,0
0.0,0.0,0.5,1.5,1,0.0,1,-0.1559633027522936,0.0,0.0,0.8,2,0.0,0.0,0.0,0.018205128205128044,0.0,1
-1.0,0.0,0.0,-1.0,1,0.0,1,-0.29357798165137616,0.0,0.2,-0.26666666666666666,2,0.0,0.0,0.0,0.0,2.0,1
-1.0,0.0,0.0,0.0,1,0.0,1,0.5596330275229358,0.0,-0.4,-0.6666666666666666,1,0.0,0.0,0.0,0.27051282051282044,0.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,2.4128440366972477,0.0,0.0,0.13333333333333333,2,0.0,0.0,0.0,0.39871794871794863,1.0,0
0.0,0.0,0.5,0.0,1,0.0,1,-0.3394495412844037,0.0,-0.6,0.8666666666666667,2,0.0,0.0,0.0,-0.22025641025641035,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,0.01834862385321101,-1.0,0.4,0.8666666666666667,2,0.0,0.0,0.0,-0.6974358974358975,2.0,1
1.0,0.0,-0.5,0.0,0,0.0,4,0.25688073394495414,0.0,0.4,-0.6,2,0.0,0.0,0.0,1.3269230769230766,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.01834862385321101,0.0,-1.0,0.4,2,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,-0.5,1.0,0,0.0,1,0.44954128440366975,0.0,-0.8,0.7333333333333333,2,0.0,0.0,0.0,-0.3705128205128206,0.0,0
0.0,0.0,0.0,0.0,2,0.0,1,0.9541284403669725,0.0,-1.0,0.6,2,0.0,0.0,0.0,0.7833333333333332,0.0,0
0.0,0.0,0.5,-0.5,1,0.0,1,0.5596330275229358,0.0,-0.8,-0.8666666666666667,2,0.0,0.0,0.0,-0.3115384615384617,1.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.44036697247706424,-1.0,0.4,-1.0,3,0.0,0.0,0.0,-0.8833333333333334,0.0,1
1.0,0.0,-0.5,-0.5,1,0.0,5,-0.41284403669724773,0.0,0.0,0.9333333333333333,1,0.0,0.0,0.0,0.9884615384615384,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,0.8715596330275229,0.0,-0.6,-0.9333333333333333,2,0.0,0.0,0.0,-0.5864102564102566,1.0,0
0.0,1.0,0.0,-1.0,1,0.0,1,-0.4954128440366973,0.0,-0.8,0.5333333333333333,2,0.0,0.0,0.0,0.5012820512820512,2.0,1
-1.0,0.0,-0.5,0.5,2,0.0,1,0.12844036697247707,0.0,-0.6,-0.4,1,0.0,0.0,0.0,-0.037179487179487256,0.0,1
0.0,0.0,-0.5,0.5,0,0.0,1,-0.47706422018348627,0.0,0.4,0.13333333333333333,2,0.0,0.0,0.0,0.3217948717948717,0.0,1
0.0,0.0,0.5,-0.5,1,0.0,1,-0.3853211009174312,0.0,-0.6,-0.6,2,0.0,0.0,0.0,-0.16102564102564104,0.0,1
1.0,0.0,0.0,-0.5,2,1.0,4,0.09174311926605505,0.0,-0.8,0.9333333333333333,2,0.0,0.0,0.0,3.0807692307692305,2.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,2.385321100917431,0.0,0.2,-0.06666666666666667,2,0.0,0.0,0.0,0.5269230769230768,0.0,0
-1.0,0.0,0.5,-0.5,1,0.0,1,1.1559633027522935,0.0,-0.2,0.0,2,0.0,0.0,0.0,-0.21923076923076915,1.0,1
0.0,1.0,0.0,0.5,1,0.0,1,2.0275229357798166,0.0,0.6,0.8,2,0.0,0.0,0.0,-0.2615384615384616,0.0,0
0.0,0.0,-0.5,-0.5,0,0.0,1,1.1376146788990826,0.0,0.0,0.6,2,0.0,0.0,0.0,-0.35769230769230775,0.0,0
0.0,0.0,-0.5,1.0,1,0.0,1,1.128440366972477,0.0,0.4,0.6666666666666666,2,0.0,0.0,0.0,-0.8451282051282053,2.0,1
0.0,0.0,0.5,0.5,1,0.0,1,1.018348623853211,0.0,-0.8,0.3333333333333333,1,0.0,0.0,0.0,-0.46794871794871795,1.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,-0.5137614678899083,0.0,0.2,0.4,2,0.0,0.0,0.0,0.772051282051282,0.0,1
0.0,2.0,-0.5,1.0,1,0.0,6,-0.22018348623853212,-1.0,0.4,-0.6666666666666666,2,0.0,0.0,0.0,1.546153846153846,2.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,-0.13761467889908258,-1.0,0.8,1.0,1,0.0,0.0,0.0,0.47564102564102556,0.0,1
-1.0,0.0,0.5,-1.0,2,0.0,1,-0.5229357798165137,-1.0,0.4,0.6,1,0.0,0.0,0.0,-0.408974358974359,0.0,1
-1.0,0.0,0.5,1.0,1,0.0,1,1.724770642201835,0.0,-0.2,-0.6666666666666666,2,0.0,0.0,0.0,0.27051282051282044,0.0,0
0.0,1.0,0.0,-1.0,1,0.0,1,0.9724770642201835,0.0,0.0,-1.0,2,0.0,0.0,0.0,0.5653846153846153,3.0,1
1.0,0.0,-0.5,-0.5,1,0.0,4,-0.5137614678899083,0.0,-0.6,0.26666666666666666,2,0.0,0.0,0.0,2.5012820512820513,0.0,1
0.0,0.0,0.5,0.0,1,0.0,4,0.12844036697247707,0.0,0.4,-0.6,2,0.0,0.0,0.0,0.062051282051282096,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.3486238532110092,0.0,-0.4,0.4,3,0.0,0.0,0.0,-0.2423076923076924,0.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,-0.5229357798165137,0.0,-0.4,-1.0,2,0.0,0.0,0.0,0.4269230769230767,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,0.22935779816513763,-1.0,-0.2,0.0,2,0.0,0.0,0.0,-0.5884615384615385,0.0,0
0.0,2.0,-0.5,-0.5,1,0.0,2,-0.48623853211009177,0.0,-0.4,0.0,2,0.0,0.0,0.0,4.207692307692308,0.0,0
0.0,0.0,-0.5,1.5,1,0.0,1,0.6605504587155964,0.0,0.0,-0.4666666666666667,2,0.0,0.0,0.0,-0.40615384615384625,2.0,1
0.0,0.0,0.5,1.5,1,0.0,4,0.21100917431192662,0.0,-0.2,-0.8,1,0.0,0.0,0.0,-0.4358974358974359,0.0,1
-1.0,0.0,-0.5,0.0,2,0.0,1,1.908256880733945,0.0,-0.4,0.5333333333333333,1,0.0,0.0,0.0,-0.2423076923076924,0.0,1
0.0,0.0,0.0,1.0,2,1.0,1,1.2110091743119267,0.0,0.0,-0.06666666666666667,2,0.0,0.0,0.0,0.1871794871794871,1.0,0
0.0,0.0,-0.5,-0.5,1,0.0,1,-0.5045871559633027,0.0,0.4,-0.2,1,0.0,0.0,0.0,-0.11410256410256417,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,4,0.6697247706422018,0.0,0.2,0.8666666666666667,2,0.0,0.0,0.0,1.0269230769230768,2.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.3119266055045872,0.0,-0.4,-0.06666666666666667,2,0.0,0.0,0.0,0.5230769230769229,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,1.18348623853211,0.0,-0.8,0.4,1,0.0,0.0,0.0,-0.4987179487179488,0.0,1
-1.0,0.0,-0.5,0.0,1,1.0,1,-0.5045871559633027,0.0,-1.0,1.0,3,1.0,0.0,5.0,-0.8320512820512821,0.0,1
0.0,1.0,0.0,0.0,1,0.0,1,0.7706422018348624,0.0,0.0,0.4,2,0.0,0.0,0.0,-0.1253846153846154,0.0,1
0.0,0.0,-0.5,0.0,1,0.0,2,-0.09174311926605505,-1.0,0.6,-0.7333333333333333,2,0.0,0.0,0.0,0.15512820512820505,1.0,1
0.0,2.0,-0.5,0.0,1,1.0,2,1.0275229357798166,0.0,0.0,0.13333333333333333,2,0.0,0.0,0.0,2.907948717948718,2.0,0
-1.0,0.0,0.5,1.0,1,0.0,1,0.11009174311926606,0.0,-0.4,-0.26666666666666666,2,0.0,0.0,0.0,0.5269230769230768,0.0,0
0.0,0.0,-0.5,0.0,2,0.0,1,2.6513761467889907,0.0,0.2,-0.2,2,0.0,0.0,0.0,0.39871794871794863,1.0,0
0.0,1.0,0.5,1.5,1,0.0,1,0.8532110091743119,0.0,0.2,0.13333333333333333,2,0.0,0.0,0.0,-0.21358974358974356,0.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,-0.5229357798165137,-1.0,0.0,-0.13333333333333333,1,0.0,0.0,0.0,0.2448717948717948,0.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,1.5412844036697249,0.0,0.6,0.6,2,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,1,0.0,1,0.47706422018348627,0.0,-0.2,0.13333333333333333,2,0.0,0.0,0.0,-0.6974358974358975,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,-0.11926605504587157,0.0,-1.2,0.06666666666666667,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,3.44954128440367,0.0,0.2,-0.5333333333333333,2,0.0,0.0,0.0,-0.7551282051282052,0.0,0
0.0,0.0,-0.5,0.0,1,1.0,1,0.4954128440366973,0.0,0.0,-0.3333333333333333,2,0.0,0.0,0.0,0.6115384615384614,0.0,1
0.0,0.0,-0.5,1.0,1,0.0,1,-0.4954128440366973,-1.0,0.4,-0.6,1,0.0,0.0,0.0,-0.7551282051282052,0.0,1
0.0,0.0,0.5,-0.5,1,0.0,1,-0.4036697247706422,0.0,0.4,-0.4666666666666667,2,0.0,0.0,0.0,2.0043589743589743,1.0,1
0.0,0.0,0.0,-0.5,1,0.0,4,-0.5137614678899083,0.0,-1.2,0.7333333333333333,2,0.0,0.0,0.0,0.4499999999999999,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5229357798165137,-1.0,0.4,-0.2,3,0.0,0.0,0.0,-0.8833333333333334,0.0,1
-1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,-0.4,-0.4,1,0.0,0.0,0.0,-0.6184615384615386,1.0,1
0.0,0.0,0.0,0.5,1,0.0,4,-0.3944954128440367,0.0,0.2,0.6666666666666666,2,0.0,0.0,0.0,1.655128205128205,1.0,0
0.0,0.0,0.0,-0.5,0,0.0,1,0.8073394495412844,0.0,0.0,-1.0,2,0.0,0.0,0.0,-0.126923076923077,0.0,1
0.0,0.0,0.5,1.0,1,0.0,6,0.14678899082568808,0.0,-0.6,-0.6,2,0.0,0.0,0.0,1.813333333333333,0.0,0
0.0,0.0,0.5,-0.5,2,0.0,1,0.8073394495412844,-1.0,0.0,0.8666666666666667,1,0.0,0.0,0.0,-0.126923076923077,0.0,1
-2.0,2.0,0.0,0.5,1,0.0,2,0.8256880733944955,0.0,-0.8,-0.8,2,0.0,0.0,0.0,-2.396153846153846,1.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,-0.1743119266055046,-1.0,0.4,-0.2,1,0.0,0.0,0.0,-0.39615384615384625,0.0,1
0.0,1.0,-0.5,-0.5,1,0.0,1,-0.46788990825688076,-1.0,0.8,1.0,1,0.0,0.0,0.0,-0.5628205128205129,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,0.6330275229357798,0.0,-0.2,0.6,2,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,0.1559633027522936,-1.0,0.2,0.13333333333333333,1,0.0,0.0,0.0,0.2448717948717948,0.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,-0.5229357798165137,-1.0,0.4,0.3333333333333333,2,0.0,0.0,0.0,1.1679487179487178,0.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,2.9357798165137616,0.0,0.4,-0.13333333333333333,2,0.0,0.0,0.0,0.39871794871794863,1.0,0
0.0,0.0,0.5,0.0,0,0.0,1,-0.4954128440366973,0.0,0.4,0.8,2,0.0,0.0,0.0,0.7833333333333332,2.0,1
0.0,0.0,-0.5,0.0,1,0.0,4,0.045871559633027525,-1.0,0.4,0.0,2,0.0,0.0,0.0,-0.5361538461538461,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,0.1743119266055046,0.0,-1.0,0.6,2,0.0,0.0,0.0,-1.0243589743589745,0.0,0
-1.0,0.0,0.5,-0.5,1,0.0,1,-0.5137614678899083,0.0,-1.2,0.8,2,0.0,0.0,0.0,-1.0115384615384617,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,-0.24770642201834864,0.0,-0.4,-0.9333333333333333,1,0.0,0.0,0.0,1.0397435897435896,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,-0.30275229357798167,0.0,0.8,-0.9333333333333333,1,0.0,0.0,0.0,-0.4987179487179488,0.0,1
0.0,0.0,-0.5,-0.5,1,1.0,1,-0.3394495412844037,0.0,0.0,-0.7333333333333333,2,0.0,0.0,0.0,-2.2423076923076923,1.0,1
0.0,0.0,0.0,0.0,1,0.0,4,-0.2018348623853211,-1.0,0.4,0.6666666666666666,1,0.0,0.0,0.0,-0.626923076923077,1.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.5137614678899083,-1.0,0.0,-0.8,3,0.0,0.0,0.0,-0.8833333333333334,0.0,1
-1.0,0.0,-0.5,0.5,1,0.0,1,1.0,0.0,0.6,-1.0,2,0.0,0.0,0.0,0.27051282051282044,0.0,0
0.0,0.0,0.0,1.0,2,0.0,1,0.7339449541284404,-1.0,0.0,0.06666666666666667,1,0.0,0.0,0.0,-0.4097435897435898,0.0,1
0.0,0.0,0.5,1.0,1,0.0,1,-0.10091743119266056,0.0,0.0,0.8,2,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.5,0.0,2,0.0,1,1.0275229357798166,0.0,-0.8,0.4,2,0.0,0.0,0.0,0.16794871794871788,0.0,0
0.0,0.0,0.0,-0.5,1,0.0,1,1.201834862385321,0.0,0.0,-0.2,2,0.0,0.0,0.0,0.14999999999999986,0.0,0
-1.0,0.0,0.0,-1.0,0,0.0,5,-0.4954128440366973,0.0,0.2,0.6666666666666666,2,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,0.42201834862385323,0.0,-0.6,-0.8,1,0.0,0.0,0.0,-0.4987179487179488,0.0,1
-1.0,0.0,0.0,0.0,1,0.0,4,-0.44036697247706424,0.0,-0.8,-0.5333333333333333,2,0.0,0.0,0.0,0.8174358974358977,1.0,1
-1.0,0.0,0.0,0.0,1,0.0,4,-0.25688073394495414,0.0,-0.6,0.26666666666666666,2,0.0,0.0,0.0,1.0294871794871792,0.0,0
0.0,0.0,-0.5,0.0,1,1.0,1,-0.08256880733944955,0.0,-1.2,0.4666666666666667,2,0.0,0.0,0.0,-0.2602564102564104,1.0,1
-1.0,0.0,0.5,0.0,1,0.0,1,0.5321100917431193,0.0,-1.2,0.7333333333333333,2,0.0,0.0,0.0,-1.0115384615384617,0.0,0
0.0,2.0,0.5,0.0,1,0.0,6,0.21100917431192662,0.0,0.4,0.8,2,0.0,0.0,0.0,1.5692307692307692,1.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.3944954128440367,-1.0,0.2,-0.06666666666666667,2,0.0,0.0,0.0,0.37307692307692303,1.0,1
0.0,0.0,0.5,0.0,1,0.0,1,0.5412844036697247,0.0,-1.0,0.6,2,0.0,0.0,0.0,-1.0243589743589745,0.0,0
0.0,0.0,0.5,-0.5,1,0.0,1,-0.3119266055045872,0.0,-0.4,0.13333333333333333,2,0.0,0.0,0.0,-0.09282051282051294,1.0,1
1.0,0.0,-0.5,0.0,1,0.0,4,-0.1926605504587156,0.0,-0.2,0.26666666666666666,2,0.0,0.0,0.0,1.534615384615385,2.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,1.348623853211009,0.0,-0.6,-0.7333333333333333,2,0.0,0.0,0.0,0.01410256410256403,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,1.1559633027522935,0.0,0.2,-0.5333333333333333,2,0.0,0.0,0.0,0.27051282051282044,1.0,0
